include,xmltv_id,raw_name,provider,confidence,score,matched_db_name,grab_site,grab_site_id
yes,ShriAmarnathjiShrineBoard.in@jiotv,Shri Amarnathji Shrine Board,meowfy,auto,100.0,Shri Amarnathji Shrine Board,jiotv.com,1795
yes,ShubhTV.in@SD,Shubh TV,meowfy,auto,100.0,Shubh TV,dishtv.in,143783
yes,ShubhTV.in@SD,SHUBH TV USA HD [IN],sktech,auto,100.0,Shubh TV,dishtv.in,143783
yes,ShubhTV.in@SD,SHUBH TV [IN],sktech,auto,100.0,Shubh TV,dishtv.in,143783
yes,ShubhsandeshTV.in@SD,Shubhsandesh TV,meowfy,auto,100.0,Shubhsandesh TV,airtelxstream.in,LIVETV_LIVETVCHANNEL_SHUBHSANDESH_TV
yes,SidharthTV.in@jiotv,Sidharth TV,meowfy,auto,100.0,Sidharth TV,jiotv.com,1956
yes,SiriKannada.in@SD,Siri Kannada,meowfy,auto,100.0,Siri Kannada,dishtv.in,143790
yes,SkyIndiaTv.in@jiotv,Sky India Tv,meowfy,auto,100.0,Sky India Tv,jiotv.com,3168
yes,SmritiPatraTV.in@jiotv,Smriti Patra TV,meowfy,auto,100.0,Smriti Patra TV,jiotv.com,3104
yes,SonicHindi.in@jiotv,Sonic Hindi,meowfy,auto,100.0,Sonic Hindi,jiotv.com,815
yes,SonyAath.in@SD,Sony aath,meowfy,auto,100.0,Sony Aath,dishtv.in,157968
yes,SonyAath.in@SD,SONY AATH [BENGALI],sktech,auto,100.0,Sony Aath,dishtv.in,157968
yes,SonyBBCEarth.in@SD,Sony BBC Earth HD,meowfy,auto,100.0,Sony BBC Earth,dishtv.in,143799
review,SonyEntertainmentTelevision.in@SD,SONY TV USA FHD [IN],sktech,review,80.0,Sony Entertainment Television,dishtv.in,157589
review,SonyEntertainmentTelevision.in@SD,SONY TV FHD [IN],sktech,review,80.0,Sony Entertainment Television,dishtv.in,157589
review,SonyEntertainmentTelevision.in@SD,SONY TV HD [IN],sktech,review,80.0,Sony Entertainment Television,dishtv.in,157589
review,SonyEntertainmentTelevision.in@SD,SONY TV FHD (BK) [IN],sktech,review,80.0,Sony Entertainment Television,dishtv.in,157589
review,SonyEntertainmentTelevision.in@SD,SONY TV [IN-UK],sktech,review,80.0,Sony Entertainment Television,dishtv.in,157589
review,SonyEntertainmentTelevision.in@SD,SONY TV FHD [IN-UK],sktech,review,80.0,Sony Entertainment Television,dishtv.in,157589
yes,SonyMarathi.in@SD,Sony Marathi SD,meowfy,auto,100.0,Sony Marathi,dishtv.in,157970
yes,SonyMax.in@SD,SONY MAX FHD [IN],sktech,auto,100.0,Sony Max,dishtv.in,157590
yes,SonyMax.in@SD,SONY MAX FHD (BK) [IN],sktech,auto,100.0,Sony Max,dishtv.in,157590
yes,SonyMax.in@SD,SONY MAX [IN-UK],sktech,auto,100.0,Sony Max,dishtv.in,157590
yes,SonyMax.in@SD,SONY MAX FHD [IN-UK],sktech,auto,100.0,Sony Max,dishtv.in,157590
review,SonyMax1.in@SD,Sony MAX1,meowfy,review,84.5,Sony Max 1,dishtv.in,179440
review,SonyMax2.in@SD,Sony MAX2,meowfy,review,84.5,Sony Max 2,dishtv.in,143801
yes,SonyMax2.in@SD,SONY MAX 2 [IN],sktech,auto,100.0,Sony Max 2,dishtv.in,143801
yes,SonyMax2.in@SD,SONY MAX 2 HD [IN],sktech,auto,100.0,Sony Max 2,dishtv.in,143801
yes,SonyMax2.in@SD,SONY MAX 2 [IN-UK],sktech,auto,100.0,Sony Max 2,dishtv.in,143801
yes,SonyPal.in@SD,Sony Pal,meowfy,auto,100.0,Sony Pal,dishtv.in,157973
yes,SonyPal.in@SD,SONY PAL [IN],sktech,auto,100.0,Sony Pal,dishtv.in,157973
yes,SonyPix.in@SD,Sony Pix HD,meowfy,auto,100.0,Sony Pix,dishtv.in,143802
yes,SonyPix.in@SD,SONY PIX FHD [IN],sktech,auto,100.0,Sony Pix,dishtv.in,143802
yes,SonySAB.in@HD,Sony SAB HD,meowfy,auto,100.0,Sony SAB,dishtv.in,159099
yes,SonySAB.in@HD,SONY SAB FHD [IN],sktech,auto,100.0,Sony SAB,dishtv.in,159099
yes,SonySAB.in@HD,SONY SAB HD [IN],sktech,auto,100.0,Sony SAB,dishtv.in,159099
yes,SonySAB.in@HD,SONY SAB [IN-UK],sktech,auto,100.0,Sony SAB,dishtv.in,159099
yes,SonySAB.in@HD,SONY SAB (BK) [IN-UK],sktech,auto,100.0,Sony SAB,dishtv.in,159099
yes,SonySportsTen1.in@SD,Sony Sports Ten 1 HD,meowfy,auto,100.0,Sony Sports Ten 1,dishtv.in,157591
review,SonySportsTen1.in@SD,TEN 1 FHD [SP],sktech,review,80.0,Sony Sports Ten 1,dishtv.in,157591
review,SonySportsTen1.in@SD,TEN 1 HD [SP],sktech,review,80.0,Sony Sports Ten 1,dishtv.in,157591
review,SonySportsTen1.in@SD,TEN 1 [SP],sktech,review,80.0,Sony Sports Ten 1,dishtv.in,157591
yes,SonySportsTen2.in@SD,Sony Sports Ten 2 HD,meowfy,auto,100.0,Sony Sports Ten 2,dishtv.in,157592
review,SonySportsTen2.in@SD,TEN 2 FHD [SP],sktech,review,80.0,Sony Sports Ten 2,dishtv.in,157592
review,SonySportsTen2.in@SD,TEN 2 HD [SP],sktech,review,80.0,Sony Sports Ten 2,dishtv.in,157592
review,SonySportsTen2.in@SD,TEN 2 [SP],sktech,review,80.0,Sony Sports Ten 2,dishtv.in,157592
yes,SonySportsTen3Hindi.in@SD,Sony Sports Ten 3 Hindi HD,meowfy,auto,100.0,Sony Sports Ten 3 Hindi,dishtv.in,153079
review,SonySportsTen3Hindi.in@SD,TEN 3 FHD [SP],sktech,review,80.0,Sony Sports Ten 3 Hindi,dishtv.in,153079
review,SonySportsTen3Hindi.in@SD,TEN 3 HD [SP],sktech,review,80.0,Sony Sports Ten 3 Hindi,dishtv.in,153079
review,SonySportsTen3Hindi.in@SD,TEN 3 [SP],sktech,review,80.0,Sony Sports Ten 3 Hindi,dishtv.in,153079
yes,SonyWah.in@SD,Sony Wah,meowfy,auto,100.0,Sony Wah,dishtv.in,157974
yes,SonyWah.in@SD,SONY WAH [IN],sktech,auto,100.0,Sony Wah,dishtv.in,157974
yes,SonyYay.in@SD,SONY YAY [BENGALI],sktech,auto,100.0,Sony Yay!,dishtv.in,159100
yes,SonyYay.in@SD,SONY YAY [IN],sktech,auto,100.0,Sony Yay!,dishtv.in,159100
yes,SonyYayHindi.in@jiotv,Sony Yay Hindi,meowfy,auto,100.0,Sony Yay Hindi,jiotv.com,872
yes,Spondon.in@jiotv,Spondon,meowfy,auto,100.0,Spondon,jiotv.com,2435
yes,SriNagaSaiMandir.in@jiotv,Sri Naga Sai Mandir,meowfy,auto,100.0,Sri Naga Sai Mandir,jiotv.com,3221
yes,SriVenkateshwarBhakti.in@jiotv,Sri Venkateshwar Bhakti,meowfy,auto,100.0,Sri Venkateshwar Bhakti,jiotv.com,598
yes,StarBharat.in@HD,Star Bharat HD,meowfy,auto,100.0,Star Bharat,dishtv.in,159101
yes,StarBharat.in@HD,Star Bharat,meowfy,auto,100.0,Star Bharat,dishtv.in,159101
review,StarBharat.in@HD,Sanatan Bharat,meowfy,review,80.0,Star Bharat,dishtv.in,159101
yes,StarBharat.in@HD,STAR BHARAT UK FHD [IN],sktech,auto,100.0,Star Bharat,dishtv.in,159101
yes,StarBharat.in@HD,STAR BHARAT HD [IN],sktech,auto,100.0,Star Bharat,dishtv.in,159101
yes,StarBharat.in@HD,STAR BHARAT FHD [IN],sktech,auto,100.0,Star Bharat,dishtv.in,159101
review,StarBharat.in@HD,UTSAV BHARAT [IN-UK],sktech,review,78.3,Star Bharat,dishtv.in,159101
review,StarBharat.in@HD,UTSAV BHARAT (BK) [IN-UK],sktech,review,78.3,Star Bharat,dishtv.in,159101
yes,StarGold.in@HD,Star Gold HD,meowfy,auto,100.0,Star Gold,dishtv.in,143815
yes,StarGold.in@HD,Star Gold,meowfy,auto,100.0,Star Gold,dishtv.in,143815
yes,StarGold.in@HD,STAR GOLD FHD [IN],sktech,auto,100.0,Star Gold,dishtv.in,143815
yes,StarGold.in@HD,STAR GOLD HD [IN],sktech,auto,100.0,Star Gold,dishtv.in,143815
yes,StarGold2.in@SD,Star Gold 2 HD,meowfy,auto,100.0,Star Gold 2,dishtv.in,143814
yes,StarGold2.in@SD,Star Gold 2,meowfy,auto,100.0,Star Gold 2,dishtv.in,143814
yes,StarGold2.in@SD,STAR GOLD 2 [IN],sktech,auto,100.0,Star Gold 2,dishtv.in,143814
yes,StarGoldRomance.in@SD,Star Gold Romance,meowfy,auto,100.0,Star Gold Romance,dishtv.in,158298
yes,StarGoldRomance.in@SD,STAR GOLD ROMANCE [IN],sktech,auto,100.0,Star Gold Romance,dishtv.in,158298
yes,StarGoldSelect.in@SD,Star Gold Select HD,meowfy,auto,100.0,Star Gold Select,dishtv.in,143816
yes,StarGoldSelect.in@SD,Star Gold Select,meowfy,auto,100.0,Star Gold Select,dishtv.in,143816
yes,StarGoldSelect.in@SD,STAR GOLD SELECT FHD [IN],sktech,auto,100.0,Star Gold Select,dishtv.in,143816
yes,StarGoldSelect.in@SD,STAR GOLD SELECT HD [IN],sktech,auto,100.0,Star Gold Select,dishtv.in,143816
yes,StarGoldThrills.in@SD,Star Gold Thrills,meowfy,auto,100.0,Star Gold Thrills,dishtv.in,158822
yes,StarGoldThrills.in@SD,STAR GOLD THRILLS [IN],sktech,auto,100.0,Star Gold Thrills,dishtv.in,158822
yes,StarJalsha.in@SD,Star Jalsha HD,meowfy,auto,100.0,Star Jalsha,dishtv.in,143818
yes,StarJalsha.in@SD,Star Jalsha,meowfy,auto,100.0,Star Jalsha,dishtv.in,143818
yes,StarJalsha.in@SD,STAR JALSHA HD [BENGALI],sktech,auto,100.0,Star Jalsha,dishtv.in,143818
yes,StarJalsha.in@SD,STAR JALSHA [BENGALI],sktech,auto,100.0,Star Jalsha,dishtv.in,143818
yes,StarJalsha.in@SD,STAR JALSHA FHD [IN],sktech,auto,100.0,Star Jalsha,dishtv.in,143818
yes,StarKiran.in@SD,Star Kiran,meowfy,auto,100.0,Star Kiran,dishtv.in,143820
yes,StarMaa.in@SD,Star Maa HD,meowfy,auto,100.0,Star Maa,dishtv.in,143821
yes,StarMaa.in@SD,Star Maa,meowfy,auto,100.0,Star Maa,dishtv.in,143821
yes,StarMaa.in@SD,MAA TV FHD [IN],sktech,auto,100.0,Star Maa,dishtv.in,143821
yes,StarMaaGold.in@SD,Star Maa Gold,meowfy,auto,100.0,Star Maa Gold,dishtv.in,143822
yes,StarMaaMovies.in@SD,Star Maa Movies HD,meowfy,auto,100.0,Star Maa Movies,dishtv.in,143825
yes,StarMaaMovies.in@SD,Star Maa Movies,meowfy,auto,100.0,Star Maa Movies,dishtv.in,143825
review,StarMaaMovies.in@SD,STAR JALSHA MOVIES HD [BENGALI],sktech,review,84.8,Star Maa Movies,dishtv.in,143825
review,StarMaaMovies.in@SD,STAR JALSHA MOVIES [BENGALI],sktech,review,84.8,Star Maa Movies,dishtv.in,143825
review,StarMaaMovies.in@SD,MN+ MOVIES FHD [IN],sktech,review,84.2,Star Maa Movies,dishtv.in,143825
yes,StarMaaMovies.in@SD,JAYA MOVIES [IN],sktech,likely,85.7,Star Maa Movies,dishtv.in,143825
yes,StarMaaMovies.in@SD,MAA MOVIES FHD [IN],sktech,auto,100.0,Star Maa Movies,dishtv.in,143825
yes,StarMaaMovies.in@SD,MAHA MOVIE [IN],sktech,auto,90.0,Star Maa Movies,dishtv.in,143825
yes,StarMaaMovies.in@SD,MAHA MOVIES [IN],sktech,auto,95.2,Star Maa Movies,dishtv.in,143825
yes,StarMaaMusic.in@SD,Star Maa Music,meowfy,auto,100.0,Star Maa Music,dishtv.in,143828
yes,StarMovies.in@SD,Star Movies HD,meowfy,auto,100.0,Star Movies,dishtv.in,140069
yes,StarMovies.in@SD,Star Movies,meowfy,auto,100.0,Star Movies,dishtv.in,140069
yes,StarMovies.in@SD,Oscar Movies,meowfy,likely,87.0,Star Movies,dishtv.in,140069
yes,StarMoviesSelect.in@HD,Star Movies Select HD,meowfy,auto,100.0,Star Movies Select,dishtv.in,143830
yes,StarMoviesSelect.in@HD,Star Movies Select,meowfy,auto,100.0,Star Movies Select,dishtv.in,143830
yes,StarPlus.in@SD,Star Plus HD,meowfy,auto,100.0,StarPlus,dishtv.in,143831
yes,StarPlus.in@SD,Star Plus,meowfy,auto,100.0,StarPlus,dishtv.in,143831
review,StarPlus.in@SD,R Plus,meowfy,review,80.0,StarPlus,dishtv.in,143831
review,StarPlus.in@SD,RPLUS [BENGALI],sktech,review,76.9,StarPlus,dishtv.in,143831
yes,StarPlus.in@SD,STAR PLUS FHD [IN],sktech,auto,100.0,StarPlus,dishtv.in,143831
yes,StarPlus.in@SD,STAR PLUS HD [IN],sktech,auto,100.0,StarPlus,dishtv.in,143831
yes,StarPravah.in@SD,Star Pravah HD,meowfy,auto,100.0,Star Pravah,dishtv.in,143833
yes,StarPravah.in@SD,Star Pravah,meowfy,auto,100.0,Star Pravah,dishtv.in,143833
yes,StarPravah.in@SD,STAR PRAVAH HD [IN],sktech,auto,100.0,Star Pravah,dishtv.in,143833
yes,StarSports1.in@SD,Star Sports 1 HD,meowfy,auto,100.0,Star Sports 1,dishtv.in,143835
yes,StarSports1.in@SD,Star Sports 1,meowfy,auto,100.0,Star Sports 1,dishtv.in,143835
yes,StarSports1.in@SD,STAR SPORTS 1 FHD [SP],sktech,auto,100.0,Star Sports 1,dishtv.in,143835
yes,StarSports1.in@SD,STAR SPORTS 1 [SP],sktech,auto,100.0,Star Sports 1,dishtv.in,143835
yes,StarSports1Hindi.in@HD,Star Sports 1 HD Hindi,meowfy,auto,100.0,Star Sports 1 Hindi,dishtv.in,143838
yes,StarSports1Hindi.in@HD,Star Sports Hindi 1,meowfy,auto,100.0,Star Sports 1 Hindi,dishtv.in,143838
review,StarSports1Hindi.in@HD,STAR SPORTS 1 ENGLISH HD [SP],sktech,review,80.0,Star Sports 1 Hindi,dishtv.in,143838
yes,StarSports1Hindi.in@HD,STAR SPORTS 1 HINDI HD [SP],sktech,auto,100.0,Star Sports 1 Hindi,dishtv.in,143838
yes,StarSports1Hindi.in@HD,STAR SPORTS HINDI 1 FHD [SP],sktech,auto,100.0,Star Sports 1 Hindi,dishtv.in,143838
yes,StarSports1Hindi.in@HD,STAR SPORTS HINDI 1 [SP],sktech,auto,100.0,Star Sports 1 Hindi,dishtv.in,143838
yes,StarSports1Kannada.in@SD,Star Sports 1 Kannada,meowfy,auto,100.0,Star Sports 1 Kannada,dishtv.in,143840
yes,StarSports1Tamil.in@SD,Star Sports 1 Tamil HD,meowfy,auto,100.0,Star Sports 1 Tamil,dishtv.in,143842
yes,StarSports1Tamil.in@SD,Star Sports 1 Tamil,meowfy,auto,100.0,Star Sports 1 Tamil,dishtv.in,143842
yes,StarSports1Telugu.in@SD,Star Sports 1 Telugu HD,meowfy,auto,100.0,Star Sports 1 Telugu,dishtv.in,143843
yes,StarSports1Telugu.in@SD,Star Sports 1 Telugu,meowfy,auto,100.0,Star Sports 1 Telugu,dishtv.in,143843
yes,StarSports2.in@SD,Star Sports 2 HD,meowfy,auto,100.0,Star Sports 2,dishtv.in,143844
yes,StarSports2.in@SD,Star Sports 2,meowfy,auto,100.0,Star Sports 2,dishtv.in,143844
yes,StarSports2.in@SD,STAR SPORTS 2 FHD [SP],sktech,auto,100.0,Star Sports 2,dishtv.in,143844
yes,StarSports2.in@SD,STAR SPORTS 2 HD [SP],sktech,auto,100.0,Star Sports 2,dishtv.in,143844
yes,StarSports2.in@SD,STAR SPORTS 2 [SP],sktech,auto,100.0,Star Sports 2,dishtv.in,143844
yes,StarSports2Hindi.in@SD,Star Sports 2 Hindi HD,meowfy,auto,100.0,Star Sports 2 Hindi,dishtv.in,143807
yes,StarSports2Hindi.in@SD,Star Sports 2 Hindi,meowfy,auto,100.0,Star Sports 2 Hindi,dishtv.in,143807
yes,StarSports2Kannada.in@SD,Star Sports 2 Kannada,meowfy,auto,100.0,Star Sports 2 Kannada,dishtv.in,143847
yes,StarSports2Tamil.in@SD,Star Sports 2 Tamil HD,meowfy,auto,100.0,Star Sports 2 Tamil,dishtv.in,158352
yes,StarSports2Tamil.in@SD,Star Sports 2 Tamil,meowfy,auto,100.0,Star Sports 2 Tamil,dishtv.in,158352
yes,StarSports2Telugu.in@SD,Star Sports 2 Telugu HD,meowfy,auto,100.0,Star Sports 2 Telugu,dishtv.in,158351
yes,StarSports2Telugu.in@SD,Star Sports 2 Telugu,meowfy,auto,100.0,Star Sports 2 Telugu,dishtv.in,158351
yes,StarSports3.in@SD,Star Sports 3,meowfy,auto,100.0,Star Sports 3,dishtv.in,143846
yes,StarSports3.in@SD,STAR SPORTS 3 [SP],sktech,auto,100.0,Star Sports 3,dishtv.in,143846
yes,StarSportsKhel.in@SD,Star Sports Khel,meowfy,auto,100.0,Star Sports Khel,dishtv.in,143809
yes,StarSportsSelect1.in@SD,Star Sports Select 1 HD,meowfy,auto,100.0,Star Sports Select 1,dishtv.in,143848
yes,StarSportsSelect1.in@SD,Star Sports Select 1,meowfy,auto,100.0,Star Sports Select 1,dishtv.in,143848
yes,StarSportsSelect1.in@SD,STAR SPORTS SELECT 1 FHD [SP],sktech,auto,100.0,Star Sports Select 1,dishtv.in,143848
yes,StarSportsSelect1.in@SD,STAR SPORTS SELECT 1 HD [SP],sktech,auto,100.0,Star Sports Select 1,dishtv.in,143848
yes,StarSportsSelect1.in@SD,STAR SPORTS SELECT 1 [SP],sktech,auto,100.0,Star Sports Select 1,dishtv.in,143848
yes,StarSportsSelect2.in@SD,Star Sports Select 2 HD,meowfy,auto,100.0,Star Sports Select 2,dishtv.in,143850
yes,StarSportsSelect2.in@SD,Star Sports Select 2,meowfy,auto,100.0,Star Sports Select 2,dishtv.in,143850
yes,StarSportsSelect2.in@SD,STAR SPORTS SELECT 2 FHD [SP],sktech,auto,100.0,Star Sports Select 2,dishtv.in,143850
yes,StarSportsSelect2.in@SD,STAR SPORTS SELECT 2 HD [SP],sktech,auto,100.0,Star Sports Select 2,dishtv.in,143850
yes,StarSportsSelect2.in@SD,STAR SPORTS SELECT 2 [SP],sktech,auto,100.0,Star Sports Select 2,dishtv.in,143850
yes,StarUtsav.in@SD,Star Utsav,meowfy,auto,100.0,Star Utsav,dishtv.in,159132
yes,StarUtsav.in@SD,STAR UTSAV HD [IN],sktech,auto,100.0,Star Utsav,dishtv.in,159132
yes,StarUtsavMovies.in@SD,Star Utsav Movies,meowfy,auto,100.0,Star Utsav Movies,dishtv.in,143856
yes,StarUtsavMovies.in@SD,STAR UTSAV MOVIES FHD [IN],sktech,auto,100.0,Star Utsav Movies,dishtv.in,143856
yes,StarVijay.in@HD,Star Vijay HD,meowfy,auto,100.0,Star Vijay,dishtv.in,144075
yes,StarVijay.in@HD,Star Vijay,meowfy,auto,100.0,Star Vijay,dishtv.in,144075
yes,StarVijay.in@HD,STAR VIJAY FHD [IN],sktech,auto,100.0,Star Vijay,dishtv.in,144075
yes,StarVijay.in@HD,STAR VIJAY [IN],sktech,auto,100.0,Star Vijay,dishtv.in,144075
yes,StudioOne.in@jiotv,Studio One,meowfy,auto,100.0,Studio One,jiotv.com,1274
yes,StudioYuvaAlpha.in@jiotv,Studio Yuva Alpha,meowfy,auto,100.0,Studio Yuva Alpha,jiotv.com,1799
yes,Subharti.in@jiotv,Subharti,meowfy,auto,100.0,Subharti,jiotv.com,1543
yes,SubhavaarthaTV.in@SD,Subhavartha TV,meowfy,auto,96.6,Subhavaartha TV,dishtv.in,143869
yes,Sudarshan.in@jiotv,Sudarshan,meowfy,auto,100.0,Sudarshan,jiotv.com,518
yes,SudarshanNews.in@SD,SUDARSHAN NEWS [IN],sktech,auto,100.0,Sudarshan News,dishtv.in,143870
yes,SunBangla.in@SD,U Bangla,meowfy,likely,88.9,Sun Bangla,dishtv.in,143871
yes,SunMusic.in@SD,SUN MUSIC [IN],sktech,auto,100.0,Sun Music,dishtv.in,143876
yes,SunNeo.in@SD,Sun Neo HD,meowfy,auto,100.0,Sun Neo,dishtv.in,160751
yes,SunTV.in@SD,SUN TV [IN],sktech,auto,100.0,Sun TV,dishtv.in,117852
yes,SuperHungama.in@SD,Super Hungama,meowfy,auto,100.0,Super Hungama,dishtv.in,143883
review,SuriyanTV.in@SD,Sundrani TV,meowfy,review,76.2,Suriyan TV,tataplay.com,1384
yes,SuryaSamachar.in@jiotv,Surya Samachar,meowfy,auto,100.0,Surya Samachar,jiotv.com,1257
yes,SwadeshNews.in@SD,Swadesh News,meowfy,auto,100.0,Swadesh News,tataplay.com,1274
yes,SwatantraNews.in@jiotv,Swatantra News,meowfy,auto,100.0,Swatantra News,jiotv.com,2187
yes,SwayamPrabha01.in@jiotv,Swayam Prabha 01,meowfy,auto,100.0,Swayam Prabha 01,jiotv.com,980
yes,SwayamPrabha04.in@jiotv,Swayam Prabha 04,meowfy,auto,100.0,Swayam Prabha 04,jiotv.com,984
yes,SwayamPrabha05.in@jiotv,Swayam Prabha 05,meowfy,auto,100.0,Swayam Prabha 05,jiotv.com,986
yes,SwayamPrabha06.in@jiotv,Swayam Prabha 06,meowfy,auto,100.0,Swayam Prabha 06,jiotv.com,987
yes,SwayamPrabha09.in@jiotv,Swayam Prabha 09,meowfy,auto,100.0,Swayam Prabha 09,jiotv.com,988
yes,SwayamPrabha10.in@jiotv,Swayam Prabha 10,meowfy,auto,100.0,Swayam Prabha 10,jiotv.com,989
yes,SwayamPrabha11.in@jiotv,Swayam Prabha 11,meowfy,auto,100.0,Swayam Prabha 11,jiotv.com,990
yes,SwayamPrabha12.in@jiotv,Swayam Prabha 12,meowfy,auto,100.0,Swayam Prabha 12,jiotv.com,991
yes,SwayamPrabha15.in@jiotv,Swayam Prabha 15,meowfy,auto,100.0,Swayam Prabha 15,jiotv.com,995
yes,SwayamPrabha17.in@jiotv,Swayam Prabha 17,meowfy,auto,100.0,Swayam Prabha 17,jiotv.com,996
yes,SwayamPrabha19.in@jiotv,Swayam Prabha 19,meowfy,auto,100.0,Swayam Prabha 19,jiotv.com,401
yes,SwayamPrabha20.in@jiotv,Swayam Prabha 20,meowfy,auto,100.0,Swayam Prabha 20,jiotv.com,403
yes,SwayamPrabha21.in@jiotv,Swayam Prabha 21,meowfy,auto,100.0,Swayam Prabha 21,jiotv.com,997
yes,TLCHindi.in@jiotv,TLC HD Hindi,meowfy,auto,100.0,TLC Hindi,jiotv.com,571
yes,TLCHindi.in@jiotv,TLC Hindi,meowfy,auto,100.0,TLC Hindi,jiotv.com,571
yes,TNI24.in@jiotv,TNI24,meowfy,auto,100.0,TNI24,jiotv.com,3016
yes,TNIAwaaz.in@jiotv,TNI Awaaz,meowfy,auto,100.0,TNI Awaaz,jiotv.com,3049
yes,TNews.in@SD,T News,meowfy,auto,100.0,T News,dishtv.in,143919
yes,TNews.in@SD,TEJ NEWS [IN],sktech,likely,85.7,T News,dishtv.in,143919
yes,TV100.in@SD,TV 100,meowfy,auto,100.0,TV 100,dishtv.in,173164
yes,TV24.in@jiotv,TV24,meowfy,auto,100.0,TV24,jiotv.com,2225
yes,TV27News.in@jiotv,TV27 News,meowfy,auto,100.0,TV27 News,jiotv.com,2081
yes,TV5Kannada.in@SD,TV 5 Kannada,meowfy,likely,86.2,TV5 Kannada,dishtv.in,144024
yes,TV5Monde.in@jiotv,TV5 Monde,meowfy,auto,100.0,TV5 Monde,jiotv.com,885
review,TV5News.in@SD,TV 5 News,meowfy,review,83.4,TV5 News,dishtv.in,144025
yes,TV9Bharatvarsh.in@SD,TV9 Bharatvarsh,meowfy,auto,100.0,TV9 Bharatvarsh,dishtv.in,144027
yes,TV9Bharatvarsh.in@SD,TV9 BHARATVARSH [IN],sktech,auto,100.0,TV9 Bharatvarsh,dishtv.in,144027
review,TV9Gujarati.in@SD,Tv 9 Gujarat,meowfy,review,82.3,TV9 Gujarati,dishtv.in,144028
yes,TV9Maharashtra.in@jiotv,TV9 Maharashtra,meowfy,auto,100.0,TV9 Maharashtra,jiotv.com,617
yes,TV9Telugu.in@SD,TV9 Telugu News,meowfy,auto,100.0,TV9 Telugu,dishtv.in,144031
yes,TaazaTV.in@jiotv,Taaza TV,meowfy,auto,100.0,Taaza TV,jiotv.com,791
yes,TabbarHits.in,Tabbar Hits,meowfy,auto,100.0,Tabbar Hits,dishtv.in,143292
yes,TaiwanPlus.in@jiotv,Taiwan Plus,meowfy,auto,100.0,Taiwan Plus,jiotv.com,3084
yes,TamilJanam.in@SD,Tamil Janam,meowfy,auto,100.0,Tamil Janam,airtelxstream.in,LIVETV_LIVETVCHANNEL_TAMIL_JANAM
yes,TamilanTelevision.in@jiotv,Tamilan Television,meowfy,auto,100.0,Tamilan Television,jiotv.com,2958
yes,TarangMusic.in@SD,Tarang Music,meowfy,auto,100.0,Tarang Music,dishtv.in,143926
review,TarangTV.in@SD,Tar TV,meowfy,review,80.0,Tarang TV,dishtv.in,143927
yes,TarangTV.in@SD,Tarang,meowfy,auto,100.0,Tarang TV,dishtv.in,143927
review,TataSky4K.in@SD,TATA PLAY HI FHD [IN],sktech,review,79.7,Tata Sky 4K,tataplay.com,1301
yes,TataSkyBeauty.in@SD,TATA PLAY BEAUTY [IN],sktech,auto,100.0,Tata Sky Beauty,tataplay.com,618
review,TataSkyIbaadat.in@SD,TATA SKY BANGLA HD [BENGALI],sktech,review,77.4,Tata Sky Ibaadat,tataplay.com,735
review,TataSkyShortsTV.in@SD,TATA PLAY SENIORS [IN],sktech,review,80.0,Tata Sky ShortsTV,tataplay.com,677
yes,TataSkyShortsTV.in@SD,TATA PLAY SHORTV [IN],sktech,auto,94.1,Tata Sky ShortsTV,tataplay.com,677
yes,TehzeebTV.in@jiotv,Tehzeeb TV,meowfy,auto,100.0,Tehzeeb TV,jiotv.com,1252
yes,TheQIndia.us@SD,THEQ [IN],sktech,auto,100.0,The Q India,dishtv.in,144002
yes,TimesNow.in@SD,Times NOW,meowfy,auto,100.0,Times Now,dishtv.in,144006
yes,TimesNow.in@SD,TIMES NOW HD [IN-UK],sktech,auto,100.0,Times Now,dishtv.in,144006
yes,TimesNowNavbharat.in@SD,Times Now Navbharat,meowfy,auto,100.0,Times Now Navbharat,dishtv.in,144007
yes,TimesNowWorld.in@SD,Times Now World,meowfy,auto,100.0,Times Now World,dishtv.in,144008
yes,Today24News.in@jiotv,Today 24 News,meowfy,auto,100.0,Today 24 News,jiotv.com,1895
yes,Today24NewsUPUK.in@jiotv,Today 24 News UPUK,meowfy,auto,100.0,Today 24 News UPUK,jiotv.com,3066
yes,TotalTVHaryana.in@SD,Total TV,meowfy,auto,100.0,Total TV Haryana,airtelxstream.in,LIVETV_LIVETVCHANNEL_TOTAL_TV
yes,TotalTVHaryana.in@SD,Total TV Haryana,meowfy,auto,100.0,Total TV Haryana,airtelxstream.in,LIVETV_LIVETVCHANNEL_TOTAL_TV
yes,TotalTVHaryana.in@SD,TOTAL TV USA [IN],sktech,auto,100.0,Total TV Haryana,airtelxstream.in,LIVETV_LIVETVCHANNEL_TOTAL_TV
review,TotalTVHaryana.in@SD,TOTAL HARYANA [IN],sktech,review,83.7,Total TV Haryana,airtelxstream.in,LIVETV_LIVETVCHANNEL_TOTAL_TV
yes,Travelxp.in@SD,Travelxp HD,meowfy,auto,100.0,Travelxp,dishtv.in,144014
yes,Travelxp.in@SD,TRAVELXP [IN-UK],sktech,auto,100.0,Travelxp,dishtv.in,144014
yes,TravelxpHDHindi.in@jiotv,Travelxp HD Hindi,meowfy,auto,100.0,Travelxp HD Hindi,jiotv.com,562
